pincode,city,state,latitude,longitude
500074,Hyderabad,Telangana,17.4500,78.6000
500075,Hyderabad,Telangana,17.4600,78.5800
500076,Hyderabad,Telangana,17.4700,78.5700
500077,Hyderabad,Telangana,17.4800,78.5600
500078,Hyderabad,Telangana,17.4900,78.5500
500079,Hyderabad,Telangana,17.5000,78.5400
500080,Hyderabad,Telangana,17.3600,78.4200
500081,Hyderabad,Telangana,17.3500,78.4100
500082,Hyderabad,Telangana,17.3400,78.4000
500084,Hyderabad,Telangana,17.3300,78.3900
500085,Hyderabad,Telangana,17.3200,78.3800
500086,Hyderabad,Telangana,17.3100,78.3700
500087,Hyderabad,Telangana,17.3000,78.3600
500089,Hyderabad,Telangana,17.4700,78.3500
500090,Hyderabad,Telangana,17.4800,78.3400
500091,Hyderabad,Telangana,17.4900,78.3300
500092,Hyderabad,Telangana,17.5000,78.3200
500094,Hyderabad,Telangana,17.2800,78.6100
500095,Hyderabad,Telangana,17.2700,78.6200
500097,Hyderabad,Telangana,17.2600,78.6300
501301,Hyderabad,Telangana,17.2500,78.6400
505001,Karimnagar,Telangana,18.4386,79.1288
506001,Warangal,Telangana,17.9784,79.5941
508001,Nalgonda,Telangana,17.0500,79.2600
515001,Anantapur,Andhra Pradesh,14.6819,77.6006
516001,Cuddapah,Andhra Pradesh,14.4674,78.8241
517001,Tirupati,Andhra Pradesh,13.6288,79.4192
517501,Tirupati,Andhra Pradesh,13.6300,79.4200
518001,Kurnool,Andhra Pradesh,15.8281,78.0373
520001,Vijayawada,Andhra Pradesh,16.5062,80.6480
520002,Vijayawada,Andhra Pradesh,16.5100,80.6500
520003,Vijayawada,Andhra Pradesh,16.5000,80.6400
520004,Vijayawada,Andhra Pradesh,16.5200,80.6600
520007,Vijayawada,Andhra Pradesh,16.4900,80.6300
520008,Vijayawada,Andhra Pradesh,16.5300,80.6700
520010,Vijayawada,Andhra Pradesh,16.4800,80.6200
522001,Guntur,Andhra Pradesh,16.3067,80.4365
522002,Guntur,Andhra Pradesh,16.3100,80.4400
522003,Guntur,Andhra Pradesh,16.3000,80.4300
522004,Guntur,Andhra Pradesh,16.3200,80.4500
522006,Guntur,Andhra Pradesh,16.2900,80.4200
523001,Ongole,Andhra Pradesh,15.5057,80.0499
524001,Nellore,Andhra Pradesh,14.4426,79.9865
530001,Visakhapatnam,Andhra Pradesh,17.6868,83.2185
530002,Visakhapatnam,Andhra Pradesh,17.6900,83.2200
530003,Visakhapatnam,Andhra Pradesh,17.6800,83.2100
530004,Visakhapatnam,Andhra Pradesh,17.7000,83.2300
530005,Visakhapatnam,Andhra Pradesh,17.6700,83.2000
530007,Visakhapatnam,Andhra Pradesh,17.7100,83.2400
530011,Visakhapatnam,Andhra Pradesh,17.6600,83.1900
530012,Visakhapatnam,Andhra Pradesh,17.7200,83.2500
530013,Visakhapatnam,Andhra Pradesh,17.7300,83.2600
530016,Visakhapatnam,Andhra Pradesh,17.7400,83.2700
530017,Visakhapatnam,Andhra Pradesh,17.6500,83.1800
530018,Visakhapatnam,Andhra Pradesh,17.6400,83.1700
530020,Visakhapatnam,Andhra Pradesh,17.7500,83.2800
530022,Visakhapatnam,Andhra Pradesh,17.6300,83.1600
530024,Visakhapatnam,Andhra Pradesh,17.7600,83.2900
530026,Visakhapatnam,Andhra Pradesh,17.6200,83.1500
530027,Visakhapatnam,Andhra Pradesh,17.7700,83.3000
530028,Visakhapatnam,Andhra Pradesh,17.6100,83.1400
530029,Visakhapatnam,Andhra Pradesh,17.7800,83.3100
530031,Visakhapatnam,Andhra Pradesh,17.6000,83.1300
530032,Visakhapatnam,Andhra Pradesh,17.7900,83.3200
530035,Visakhapatnam,Andhra Pradesh,17.5900,83.1200
530040,Visakhapatnam,Andhra Pradesh,17.8000,83.3300
530041,Visakhapatnam,Andhra Pradesh,17.8100,83.3400
530043,Visakhapatnam,Andhra Pradesh,17.5800,83.1100
530044,Visakhapatnam,Andhra Pradesh,17.8200,83.3500
530045,Visakhapatnam,Andhra Pradesh,17.8300,83.3600
530047,Visakhapatnam,Andhra Pradesh,17.5700,83.1000
530048,Visakhapatnam,Andhra Pradesh,17.5600,83.0900
560001,Bangalore,Karnataka,12.9716,77.5946
560002,Bangalore,Karnataka,12.9800,77.5900
560003,Bangalore,Karnataka,12.9600,77.5800
560004,Bangalore,Karnataka,12.9900,77.5800
560005,Bangalore,Karnataka,12.9500,77.5700
560006,Bangalore,Karnataka,13.0000,77.5700
560007,Bangalore,Karnataka,12.9400,77.5600
560008,Bangalore,Karnataka,13.0100,77.5600
560009,Bangalore,Karnataka,12.9300,77.5500
560010,Bangalore,Karnataka,13.0200,77.6200
560011,Bangalore,Karnataka,12.9700,77.6100
560012,Bangalore,Karnataka,12.9800,77.6200
560016,Bangalore,Karnataka,12.9600,77.6000
560017,Bangalore,Karnataka,13.0300,77.5400
560018,Bangalore,Karnataka,12.9200,77.6400
560019,Bangalore,Karnataka,13.0400,77.5300
560020,Bangalore,Karnataka,12.9100,77.6500
560021,Bangalore,Karnataka,13.0500,77.5200
560022,Bangalore,Karnataka,12.9300,77.6300
560023,Bangalore,Karnataka,13.0600,77.5100
560024,Bangalore,Karnataka,12.9700,77.5500
560025,Bangalore,Karnataka,12.9500,77.6000
560027,Bangalore,Karnataka,13.0200,77.5500
560029,Bangalore,Karnataka,13.0300,77.5600
560030,Bangalore,Karnataka,12.9400,77.6100
560032,Bangalore,Karnataka,12.9200,77.5900
560033,Bangalore,Karnataka,12.9900,77.6000
560034,Bangalore,Karnataka,12.9000,77.5400
560035,Bangalore,Karnataka,12.9100,77.5300
560036,Bangalore,Karnataka,13.0100,77.5800
560037,Bangalore,Karnataka,12.9300,77.6200
560038,Bangalore,Karnataka,12.9200,77.6300
560039,Bangalore,Karnataka,12.9100,77.6400
560040,Bangalore,Karnataka,12.9000,77.6500
560041,Bangalore,Karnataka,12.9700,77.6300
560042,Bangalore,Karnataka,12.9600,77.6200
560043,Bangalore,Karnataka,12.9500,77.6100
560045,Bangalore,Karnataka,12.9400,77.5900
560047,Bangalore,Karnataka,13.0700,77.5100
560048,Bangalore,Karnataka,12.8900,77.6600
560049,Bangalore,Karnataka,13.0800,77.5000
560050,Bangalore,Karnataka,13.0400,77.5700
560051,Bangalore,Karnataka,12.8800,77.6700
560052,Bangalore,Karnataka,13.0000,77.6100
560053,Bangalore,Karnataka,12.9300,77.5800
560054,Bangalore,Karnataka,12.9200,77.5700
560055,Bangalore,Karnataka,12.9100,77.5600
560056,Bangalore,Karnataka,12.9000,77.5500
560058,Bangalore,Karnataka,13.0600,77.5500
560060,Bangalore,Karnataka,12.8700,77.6800
560061,Bangalore,Karnataka,12.8600,77.6400
560062,Bangalore,Karnataka,13.0500,77.5600
560063,Bangalore,Karnataka,12.8500,77.6500
560064,Bangalore,Karnataka,12.8400,77.6600
560065,Bangalore,Karnataka,12.8300,77.6700
560066,Bangalore,Karnataka,12.8200,77.6800
560067,Bangalore,Karnataka,13.0100,77.6400
560068,Bangalore,Karnataka,13.0200,77.6500
560069,Bangalore,Karnataka,13.0300,77.6600
560070,Bangalore,Karnataka,13.0000,77.6300
560071,Bangalore,Karnataka,13.0400,77.6400
560072,Bangalore,Karnataka,13.0500,77.6300
560073,Bangalore,Karnataka,13.0600,77.6200
560074,Bangalore,Karnataka,13.0700,77.6100
560075,Bangalore,Karnataka,12.8600,77.6200
560076,Bangalore,Karnataka,12.8700,77.6100
560078,Bangalore,Karnataka,12.8800,77.6000
560079,Bangalore,Karnataka,12.8900,77.5900
560080,Bangalore,Karnataka,12.9400,77.5700
560085,Bangalore,Karnataka,12.8300,77.6000
560086,Bangalore,Karnataka,12.8400,77.5900
560087,Bangalore,Karnataka,12.8500,77.5800
560092,Bangalore,Karnataka,13.0800,77.5700
560093,Bangalore,Karnataka,12.8200,77.5800
560094,Bangalore,Karnataka,12.8100,77.5700
560095,Bangalore,Karnataka,12.8000,77.5600
560097,Bangalore,Karnataka,13.0900,77.5800
560098,Bangalore,Karnataka,13.0100,77.5500
560099,Bangalore,Karnataka,13.0900,77.5600
560100,Bangalore,Karnataka,13.0000,77.5400
560102,Bangalore,Karnataka,13.1000,77.5700
560103,Bangalore,Karnataka,12.7900,77.6500
560104,Bangalore,Karnataka,12.7800,77.6400
570001,Mysore,Karnataka,12.2958,76.6394
570002,Mysore,Karnataka,12.3000,76.6400
570004,Mysore,Karnataka,12.2900,76.6300
570005,Mysore,Karnataka,12.3100,76.6500
570006,Mysore,Karnataka,12.2800,76.6200
570008,Mysore,Karnataka,12.3200,76.6600
570010,Mysore,Karnataka,12.2700,76.6100
570011,Mysore,Karnataka,12.3300,76.6700
570012,Mysore,Karnataka,12.2600,76.6000
570015,Mysore,Karnataka,12.3400,76.6800
570016,Mysore,Karnataka,12.2500,76.5900
570017,Mysore,Karnataka,12.3500,76.6900
570019,Mysore,Karnataka,12.2400,76.5800
570020,Mysore,Karnataka,12.3600,76.7000
570023,Mysore,Karnataka,12.2300,76.5700
571401,Mandya,Karnataka,12.5222,76.8952
573201,Hassan,Karnataka,13.0068,76.1004
575001,Mangalore,Karnataka,12.9141,74.8560
575002,Mangalore,Karnataka,12.9200,74.8600
575003,Mangalore,Karnataka,12.9100,74.8500
575004,Mangalore,Karnataka,12.9300,74.8700
575005,Mangalore,Karnataka,12.9000,74.8400
575006,Mangalore,Karnataka,12.9400,74.8800
576001,Udupi,Karnataka,13.3409,74.7421
577001,Davangere,Karnataka,14.4644,75.9218
577002,Shimoga,Karnataka,13.9299,75.5681
577201,Shimoga,Karnataka,13.9300,75.5700
577401,Haveri,Karnataka,14.7951,75.3991
577501,Chitradurga,Karnataka,14.2226,76.3987
580001,Dharwad,Karnataka,15.4589,75.0078
580002,Dharwad,Karnataka,15.4600,75.0100
580003,Hubli,Karnataka,15.3647,75.1240
580020,Hubli,Karnataka,15.3700,75.1300
580021,Hubli,Karnataka,15.3600,75.1200
580023,Hubli,Karnataka,15.3500,75.1100
580024,Hubli,Karnataka,15.3400,75.1000
580025,Hubli,Karnataka,15.3800,75.1400
580028,Hubli,Karnataka,15.3900,75.1500
580029,Hubli,Karnataka,15.4000,75.1600
580030,Hubli,Karnataka,15.3300,75.0900
580031,Hubli,Karnataka,15.3200,75.0800
580032,Hubli,Karnataka,15.4100,75.1700
585101,Gulbarga,Karnataka,17.3297,76.8343
586101,Bijapur,Karnataka,16.8302,75.7100
590001,Belgaum,Karnataka,15.8497,74.4977
590006,Belgaum,Karnataka,15.8500,74.5000
590010,Belgaum,Karnataka,15.8400,74.4900
590011,Belgaum,Karnataka,15.8600,74.5100
590016,Belgaum,Karnataka,15.8300,74.4800
591101,Belgaum,Karnataka,15.8700,74.5200
600001,Chennai,Tamil Nadu,13.0827,80.2707
600002,Chennai,Tamil Nadu,13.0900,80.2800
600003,Chennai,Tamil Nadu,13.0700,80.2600
600004,Chennai,Tamil Nadu,13.1000,80.2900
600005,Chennai,Tamil Nadu,13.0600,80.2500
600006,Chennai,Tamil Nadu,13.0500,80.2400
600007,Chennai,Tamil Nadu,13.1100,80.2600
600008,Chennai,Tamil Nadu,13.0400,80.2700
600009,Chennai,Tamil Nadu,13.1200,80.2500
600010,Chennai,Tamil Nadu,13.0600,80.2800
600011,Chennai,Tamil Nadu,13.0500,80.2900
600012,Chennai,Tamil Nadu,13.0400,80.2600
600014,Chennai,Tamil Nadu,13.0300,80.2500
600015,Chennai,Tamil Nadu,13.0200,80.2700
600017,Chennai,Tamil Nadu,13.0100,80.2600
600018,Chennai,Tamil Nadu,13.0300,80.2600
600020,Chennai,Tamil Nadu,13.0500,80.2500
600024,Chennai,Tamil Nadu,13.0700,80.2400
600025,Chennai,Tamil Nadu,12.9900,80.2200
600026,Chennai,Tamil Nadu,13.0200,80.2100
600028,Chennai,Tamil Nadu,13.0100,80.2200
600029,Chennai,Tamil Nadu,13.0000,80.2100
600030,Chennai,Tamil Nadu,13.0800,80.2100
600032,Chennai,Tamil Nadu,13.0600,80.2200
600033,Chennai,Tamil Nadu,13.0900,80.2200
600034,Chennai,Tamil Nadu,13.0400,80.2100
600035,Chennai,Tamil Nadu,13.0700,80.2700
600036,Chennai,Tamil Nadu,13.0100,80.2800
600037,Chennai,Tamil Nadu,13.0500,80.2700
600040,Chennai,Tamil Nadu,13.0300,80.2100
600041,Chennai,Tamil Nadu,13.0800,80.2800
600042,Chennai,Tamil Nadu,13.1300,80.2400
600044,Chennai,Tamil Nadu,13.1400,80.2300
600045,Chennai,Tamil Nadu,13.1500,80.2200
600047,Chennai,Tamil Nadu,13.1600,80.2100
600048,Chennai,Tamil Nadu,13.0200,80.2800
600049,Chennai,Tamil Nadu,13.0100,80.2100
600050,Chennai,Tamil Nadu,13.0400,80.2200
600053,Chennai,Tamil Nadu,13.0500,80.2100
600054,Chennai,Tamil Nadu,13.0600,80.2000
600055,Chennai,Tamil Nadu,13.0900,80.2100
600056,Chennai,Tamil Nadu,13.1000,80.2200
600058,Chennai,Tamil Nadu,13.1100,80.2100
600059,Chennai,Tamil Nadu,13.0800,80.2000
600060,Chennai,Tamil Nadu,12.9900,80.2500
600061,Chennai,Tamil Nadu,12.9800,80.2400
600062,Chennai,Tamil Nadu,12.9700,80.2300
600064,Chennai,Tamil Nadu,13.1200,80.2200
600066,Chennai,Tamil Nadu,13.1300,80.2100
600068,Chennai,Tamil Nadu,12.9600,80.2200
600069,Chennai,Tamil Nadu,13.1400,80.2200
600070,Chennai,Tamil Nadu,12.9500,80.2100
600073,Chennai,Tamil Nadu,13.1100,80.2800
600078,Chennai,Tamil Nadu,13.0600,80.2900
600079,Chennai,Tamil Nadu,13.0200,80.2900
600081,Chennai,Tamil Nadu,13.1500,80.2300
600083,Chennai,Tamil Nadu,12.9400,80.2400
600085,Chennai,Tamil Nadu,13.0600,80.2100
600086,Chennai,Tamil Nadu,12.9300,80.2300
600087,Chennai,Tamil Nadu,13.1600,80.2200
600088,Chennai,Tamil Nadu,13.1200,80.2900
600089,Chennai,Tamil Nadu,13.0400,80.2400
600091,Chennai,Tamil Nadu,12.9500,80.2500
600092,Chennai,Tamil Nadu,12.9400,80.2600
600093,Chennai,Tamil Nadu,13.1700,80.2200
600094,Chennai,Tamil Nadu,13.0100,80.2900
600095,Chennai,Tamil Nadu,12.9300,80.2700
600096,Chennai,Tamil Nadu,13.0700,80.2900
600097,Chennai,Tamil Nadu,12.9200,80.2800
600098,Chennai,Tamil Nadu,13.0900,80.2900
600099,Chennai,Tamil Nadu,13.1800,80.2100
600100,Chennai,Tamil Nadu,12.9100,80.2900
600101,Chennai,Tamil Nadu,13.1900,80.2100
600102,Chennai,Tamil Nadu,13.0800,80.2900
601201,Kancheepuram,Tamil Nadu,12.8342,79.7036
620001,Tiruchirappalli,Tamil Nadu,10.7905,78.7047
621001,Tiruchirappalli,Tamil Nadu,10.7900,78.7000
625001,Madurai,Tamil Nadu,9.9252,78.1198
625002,Madurai,Tamil Nadu,9.9300,78.1200
625003,Madurai,Tamil Nadu,9.9200,78.1100
625004,Madurai,Tamil Nadu,9.9400,78.1300
625009,Madurai,Tamil Nadu,9.9100,78.1000
625010,Madurai,Tamil Nadu,9.9500,78.1400
625012,Madurai,Tamil Nadu,9.9000,78.0900
625014,Madurai,Tamil Nadu,9.8900,78.0800
625016,Madurai,Tamil Nadu,9.9600,78.1500
625020,Madurai,Tamil Nadu,9.8800,78.0700
626001,Virudhunagar,Tamil Nadu,9.5851,77.9530
627001,Tirunelveli,Tamil Nadu,8.7139,77.7567
628001,Tuticorin,Tamil Nadu,8.7642,78.1348
630001,Sivaganga,Tamil Nadu,10.1426,78.4806
636001,Salem,Tamil Nadu,11.6643,78.1460
636002,Salem,Tamil Nadu,11.6700,78.1500
636004,Salem,Tamil Nadu,11.6600,78.1400
636006,Salem,Tamil Nadu,11.6500,78.1300
636007,Salem,Tamil Nadu,11.6800,78.1600
636008,Salem,Tamil Nadu,11.6400,78.1200
636009,Salem,Tamil Nadu,11.6900,78.1700
636010,Salem,Tamil Nadu,11.6300,78.1100
636011,Salem,Tamil Nadu,11.7000,78.1800
636012,Salem,Tamil Nadu,11.6200,78.1000
636015,Salem,Tamil Nadu,11.7100,78.1900
636016,Salem,Tamil Nadu,11.6100,78.0900
637001,Namakkal,Tamil Nadu,11.2189,78.1674
638001,Erode,Tamil Nadu,11.3410,77.7172
641001,Coimbatore,Tamil Nadu,11.0168,76.9558
641002,Coimbatore,Tamil Nadu,11.0200,76.9600
641003,Coimbatore,Tamil Nadu,11.0100,76.9500
641004,Coimbatore,Tamil Nadu,11.0300,76.9700
641005,Coimbatore,Tamil Nadu,11.0000,76.9400
641006,Coimbatore,Tamil Nadu,11.0400,76.9800
641011,Coimbatore,Tamil Nadu,10.9900,76.9300
641012,Coimbatore,Tamil Nadu,11.0500,76.9900
641014,Coimbatore,Tamil Nadu,10.9800,76.9200
641018,Coimbatore,Tamil Nadu,10.9700,76.9100
641022,Coimbatore,Tamil Nadu,11.0600,77.0000
641024,Coimbatore,Tamil Nadu,10.9600,76.9000
641025,Coimbatore,Tamil Nadu,10.9500,76.8900
641027,Coimbatore,Tamil Nadu,11.0700,77.0100
641028,Coimbatore,Tamil Nadu,10.9400,76.8800
641029,Coimbatore,Tamil Nadu,11.0200,76.9400
641030,Coimbatore,Tamil Nadu,10.9300,76.8700
641035,Coimbatore,Tamil Nadu,11.0800,77.0200
641037,Coimbatore,Tamil Nadu,11.0300,76.9500
641038,Coimbatore,Tamil Nadu,11.0400,76.9600
641041,Coimbatore,Tamil Nadu,10.9900,76.9100
641042,Coimbatore,Tamil Nadu,11.0000,76.9200
641043,Coimbatore,Tamil Nadu,11.0100,76.9300
641044,Coimbatore,Tamil Nadu,11.0600,76.9800
641045,Coimbatore,Tamil Nadu,11.0700,76.9900
641046,Coimbatore,Tamil Nadu,10.9800,76.9000
641047,Coimbatore,Tamil Nadu,10.9700,76.8900
641048,Coimbatore,Tamil Nadu,10.9600,76.8800
641049,Coimbatore,Tamil Nadu,11.0800,77.0000
642001,Pollachi,Tamil Nadu,10.6609,77.0048
643001,Nilgiris,Tamil Nadu,11.4102,76.6950
670001,Kannur,Kerala,11.8745,75.3704
670002,Kannur,Kerala,11.8800,75.3700
670003,Kannur,Kerala,11.8700,75.3600
670004,Kannur,Kerala,11.8900,75.3800
670005,Kannur,Kerala,11.8600,75.3500
670006,Kannur,Kerala,11.9000,75.3900
670007,Kannur,Kerala,11.8500,75.3400
670009,Kannur,Kerala,11.9100,75.4000
670010,Kannur,Kerala,11.8400,75.3300
671001,Kasaragod,Kerala,12.4996,74.9869
673001,Kozhikode,Kerala,11.2588,75.7804
673002,Kozhikode,Kerala,11.2600,75.7800
673003,Kozhikode,Kerala,11.2500,75.7700
673004,Kozhikode,Kerala,11.2700,75.7900
673005,Kozhikode,Kerala,11.2400,75.7600
673006,Kozhikode,Kerala,11.2800,75.8000
673008,Kozhikode,Kerala,11.2300,75.7500
673009,Kozhikode,Kerala,11.2900,75.8100
673010,Kozhikode,Kerala,11.2200,75.7400
673011,Kozhikode,Kerala,11.3000,75.8200
673012,Kozhikode,Kerala,11.2100,75.7300
673014,Kozhikode,Kerala,11.3100,75.8300
673015,Kozhikode,Kerala,11.2000,75.7200
673016,Kozhikode,Kerala,11.3200,75.8400
673017,Kozhikode,Kerala,11.1900,75.7100
673018,Kozhikode,Kerala,11.3300,75.8500
673019,Kozhikode,Kerala,11.1800,75.7000
673020,Kozhikode,Kerala,11.3400,75.8600
676001,Malappuram,Kerala,11.0510,76.0711
678001,Palakkad,Kerala,10.7867,76.6548
680001,Thrissur,Kerala,10.5276,76.2144
680002,Thrissur,Kerala,10.5300,76.2200
680003,Thrissur,Kerala,10.5200,76.2100
680004,Thrissur,Kerala,10.5400,76.2300
680005,Thrissur,Kerala,10.5100,76.2000
680006,Thrissur,Kerala,10.5500,76.2400
680007,Thrissur,Kerala,10.5000,76.1900
680008,Thrissur,Kerala,10.5600,76.2500
680009,Thrissur,Kerala,10.4900,76.1800
680011,Thrissur,Kerala,10.5700,76.2600
680012,Thrissur,Kerala,10.4800,76.1700
682001,Ernakulam,Kerala,9.9816,76.2999
682002,Ernakulam,Kerala,9.9900,76.3000
682003,Ernakulam,Kerala,9.9700,76.2900
682004,Ernakulam,Kerala,10.0000,76.3100
682005,Ernakulam,Kerala,9.9600,76.2800
682006,Ernakulam,Kerala,10.0100,76.3200
682011,Ernakulam,Kerala,9.9500,76.2700
682016,Ernakulam,Kerala,10.0200,76.3300
682017,Ernakulam,Kerala,9.9400,76.2600
682018,Ernakulam,Kerala,10.0300,76.3400
682019,Ernakulam,Kerala,9.9300,76.2500
682020,Ernakulam,Kerala,9.9800,76.3200
682021,Ernakulam,Kerala,9.9900,76.3300
682022,Ernakulam,Kerala,10.0400,76.3500
682023,Ernakulam,Kerala,9.9200,76.2400
682024,Ernakulam,Kerala,10.0500,76.3600
682025,Ernakulam,Kerala,9.9100,76.2300
682026,Ernakulam,Kerala,10.0000,76.3400
682027,Ernakulam,Kerala,9.9800,76.3100
682028,Ernakulam,Kerala,10.0100,76.3500
682029,Ernakulam,Kerala,9.9700,76.3000
682030,Ernakulam,Kerala,10.0200,76.3600
682031,Ernakulam,Kerala,9.9600,76.2900
682032,Ernakulam,Kerala,10.0300,76.3700
682033,Ernakulam,Kerala,9.9500,76.2800
682034,Ernakulam,Kerala,10.0400,76.3800
682035,Ernakulam,Kerala,9.9400,76.2700
682036,Ernakulam,Kerala,10.0500,76.3900
685001,Idukki,Kerala,9.8494,76.9710
686001,Kottayam,Kerala,9.5916,76.5222
688001,Alappuzha,Kerala,9.4981,76.3388
689001,Pathanamthitta,Kerala,9.2648,76.7870
690001,Kollam,Kerala,8.8932,76.6141
690002,Kollam,Kerala,8.8900,76.6100
690003,Kollam,Kerala,8.9000,76.6200
690004,Kollam,Kerala,8.8800,76.6000
690005,Kollam,Kerala,8.9100,76.6300
690006,Kollam,Kerala,8.8700,76.5900
690007,Kollam,Kerala,8.9200,76.6400
690008,Kollam,Kerala,8.8600,76.5800
690009,Kollam,Kerala,8.9300,76.6500
690010,Kollam,Kerala,8.8500,76.5700
690011,Kollam,Kerala,8.9400,76.6600
695001,Thiruvananthapuram,Kerala,8.5241,76.9366
695002,Thiruvananthapuram,Kerala,8.5300,76.9400
695003,Thiruvananthapuram,Kerala,8.5200,76.9300
695004,Thiruvananthapuram,Kerala,8.5400,76.9500
695005,Thiruvananthapuram,Kerala,8.5100,76.9200
695006,Thiruvananthapuram,Kerala,8.5500,76.9600
695007,Thiruvananthapuram,Kerala,8.5000,76.9100
695008,Thiruvananthapuram,Kerala,8.5600,76.9700
695009,Thiruvananthapuram,Kerala,8.4900,76.9000
695010,Thiruvananthapuram,Kerala,8.5700,76.9800
695011,Thiruvananthapuram,Kerala,8.4800,76.8900
695012,Thiruvananthapuram,Kerala,8.5800,76.9900
695013,Thiruvananthapuram,Kerala,8.4700,76.8800
695014,Thiruvananthapuram,Kerala,8.5100,76.9500
695015,Thiruvananthapuram,Kerala,8.5200,76.9600
695016,Thiruvananthapuram,Kerala,8.5300,76.9700
695017,Thiruvananthapuram,Kerala,8.4600,76.8700
695019,Thiruvananthapuram,Kerala,8.5400,76.9800
695020,Thiruvananthapuram,Kerala,8.4500,76.8600
695021,Thiruvananthapuram,Kerala,8.5500,76.9900
695022,Thiruvananthapuram,Kerala,8.4400,76.8500
695023,Thiruvananthapuram,Kerala,8.5600,77.0000
695024,Thiruvananthapuram,Kerala,8.4300,76.8400
695025,Thiruvananthapuram,Kerala,8.4200,76.8300
695026,Thiruvananthapuram,Kerala,8.4100,76.8200
695027,Thiruvananthapuram,Kerala,8.4000,76.8100
695028,Thiruvananthapuram,Kerala,8.3900,76.8000
695029,Thiruvananthapuram,Kerala,8.5700,77.0100
695030,Thiruvananthapuram,Kerala,8.5800,77.0200
695033,Thiruvananthapuram,Kerala,8.5900,77.0300
695034,Thiruvananthapuram,Kerala,8.3800,76.7900
695035,Thiruvananthapuram,Kerala,8.3700,76.7800
695036,Thiruvananthapuram,Kerala,8.3600,76.7700
695038,Thiruvananthapuram,Kerala,8.6000,77.0400
695040,Thiruvananthapuram,Kerala,8.3500,76.7600
695041,Thiruvananthapuram,Kerala,8.6100,77.0500
695042,Thiruvananthapuram,Kerala,8.3400,76.7500
695043,Thiruvananthapuram,Kerala,8.6200,77.0600
695099,Thiruvananthapuram,Kerala,8.5000,76.9400
700001,Kolkata,West Bengal,22.5726,88.3639
700002,Kolkata,West Bengal,22.5800,88.3700
700003,Kolkata,West Bengal,22.5600,88.3500
700004,Kolkata,West Bengal,22.5900,88.3800
700005,Kolkata,West Bengal,22.5500,88.3400
700006,Kolkata,West Bengal,22.5400,88.3600
700007,Kolkata,West Bengal,22.5700,88.3800
700008,Kolkata,West Bengal,22.5800,88.3600
700009,Kolkata,West Bengal,22.5500,88.3700
700010,Kolkata,West Bengal,22.5600,88.3800
700011,Kolkata,West Bengal,22.5300,88.3500
700012,Kolkata,West Bengal,22.5200,88.3400
700013,Kolkata,West Bengal,22.5900,88.3500
700014,Kolkata,West Bengal,22.6000,88.3400
700015,Kolkata,West Bengal,22.5400,88.3300
700016,Kolkata,West Bengal,22.5100,88.3600
700017,Kolkata,West Bengal,22.5300,88.3800
700019,Kolkata,West Bengal,22.5200,88.3700
700020,Kolkata,West Bengal,22.5100,88.3500
700022,Kolkata,West Bengal,22.5400,88.3500
700023,Kolkata,West Bengal,22.5300,88.3400
700024,Kolkata,West Bengal,22.5200,88.3300
700025,Kolkata,West Bengal,22.5700,88.3400
700026,Kolkata,West Bengal,22.5100,88.3200
700027,Kolkata,West Bengal,22.5800,88.3300
700028,Kolkata,West Bengal,22.5600,88.3300
700029,Kolkata,West Bengal,22.5000,88.3700
700030,Kolkata,West Bengal,22.4900,88.3600
700031,Kolkata,West Bengal,22.4800,88.3500
700032,Kolkata,West Bengal,22.5300,88.3200
700033,Kolkata,West Bengal,22.6100,88.3300
700034,Kolkata,West Bengal,22.5500,88.3200
700035,Kolkata,West Bengal,22.6200,88.3200
700036,Kolkata,West Bengal,22.5400,88.3100
700037,Kolkata,West Bengal,22.5600,88.3600
700038,Kolkata,West Bengal,22.5200,88.3600
700039,Kolkata,West Bengal,22.5100,88.3800
700040,Kolkata,West Bengal,22.5000,88.3500
700041,Kolkata,West Bengal,22.4900,88.3400
700042,Kolkata,West Bengal,22.5300,88.3100
700043,Kolkata,West Bengal,22.6000,88.3200
700044,Kolkata,West Bengal,22.5900,88.3100
700045,Kolkata,West Bengal,22.5800,88.3100
700046,Kolkata,West Bengal,22.5200,88.3100
700047,Kolkata,West Bengal,22.4800,88.3800
700048,Kolkata,West Bengal,22.4700,88.3700
700050,Kolkata,West Bengal,22.4800,88.3300
700051,Kolkata,West Bengal,22.5300,88.3000
700052,Kolkata,West Bengal,22.5500,88.3100
700053,Kolkata,West Bengal,22.5700,88.3200
700054,Kolkata,West Bengal,22.4700,88.3500
700055,Kolkata,West Bengal,22.4600,88.3400
700056,Kolkata,West Bengal,22.6300,88.3400
700057,Kolkata,West Bengal,22.6100,88.3600
700058,Kolkata,West Bengal,22.6200,88.3500
700059,Kolkata,West Bengal,22.6300,88.3600
700060,Kolkata,West Bengal,22.5400,88.3000
700061,Kolkata,West Bengal,22.5600,88.3100
700063,Kolkata,West Bengal,22.4600,88.3300
700064,Kolkata,West Bengal,22.6000,88.3600
700065,Kolkata,West Bengal,22.6100,88.3500
700066,Kolkata,West Bengal,22.4500,88.3200
700067,Kolkata,West Bengal,22.4600,88.3500
700068,Kolkata,West Bengal,22.5500,88.3300
700069,Kolkata,West Bengal,22.5100,88.3000
700070,Kolkata,West Bengal,22.5000,88.3100
700071,Kolkata,West Bengal,22.4500,88.3600
